#Release 14.7 - par P.20131013 (nt64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Tue Oct 07 14:41:19 2014

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       scrod_top_A3_map.ncd
#OUTPUT FILE:      scrod_top_A3_pad.csv
#PART TYPE:        xc6slx150t
#SPEED GRADE:      -3
#PACKAGE:          fgg676
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
P5,,IOBM,IO_L50P_M3WE_3,UNUSED,,3,,,,,,,,,
P6,PCLK<2>,IOB,IO_L49N_M3A2_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
P7,,,GND,,,,,,,,,,,,
P8,,IOBS,IO_L53N_M3A12_3,UNUSED,,3,,,,,,,,,
P9,,,VCCO_3,,,3,,,,,2.50,,,,
P10,,IOBM,IO_L55P_M3A13_3,UNUSED,,3,,,,,,,,,
P11,,,VCCINT,,,,,,,,1.2,,,,
P12,,,VCCINT,,,,,,,,1.2,,,,
P13,,,GND,,,,,,,,,,,,
P14,,,VCCINT,,,,,,,,1.2,,,,
P15,,,VCCINT,,,,,,,,1.2,,,,
P16,,,GND,,,,,,,,,,,,
P17,BUSA_DO<15>,IOB,IO_L32P_A17_M1A8_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P18,,,VCCO_1,,,1,,,,,2.50,,,,
P19,BUSA_DO<13>,IOB,IO_L32N_A16_M1A9_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P20,,,GND,,,,,,,,,,,,
P21,TDC_MON_TIMING<6>,IOB,IO_L35P_A11_M1A7_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
P22,USB_FDD<0>,IOB,IO_L35N_A10_M1A2_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P23,,,VCCO_1,,,1,,,,,2.50,,,,
P24,USB_FDD<3>,IOB,IO_L37P_A7_M1A0_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P25,,,GND,,,,,,,,,,,,
P26,USB_FDD<1>,IOB,IO_L37N_A6_M1A1_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R1,SAMPLESEL_ANY<2>,IOB,IO_L44N_GCLK20_M3A6_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
R2,USB_IFCLK,IOB,IO_L44P_GCLK21_M3A5_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R3,,IOBS,IO_L52N_M3A9_3,UNUSED,,3,,,,,,,,,
R4,,IOBM,IO_L52P_M3A8_3,UNUSED,,3,,,,,,,,,
R5,,IOBS,IO_L50N_M3BA2_3,UNUSED,,3,,,,,,,,,
R6,RJ45_CLK_N,IOB,IO_L43N_GCLK22_IRDY2_M3CASN_3,,LVDS_25,3,,,,,,,NO,,
R7,RJ45_CLK_P,IOB,IO_L43P_GCLK23_M3RASN_3,INPUT,LVDS_25,3,,,,NONE,,UNLOCATED,NO,NONE,
R8,TDC_AMUX_S<2>,IOB,IO_L45P_M3A3_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
R9,SAMPLESEL_ANY<4>,IOB,IO_L53P_M3CKE_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
R10,,IOBM,IO_L47P_M3A0_3,UNUSED,,3,,,,,,,,,
R11,,,VCCINT,,,,,,,,1.2,,,,
R12,,,VCCINT,,,,,,,,1.2,,,,
R13,,,VCCINT,,,,,,,,1.2,,,,
R14,,,VCCINT,,,,,,,,1.2,,,,
R15,,,VCCINT,,,,,,,,1.2,,,,
R16,,,VCCINT,,,,,,,,1.2,,,,
R17,,,VCCINT,,,,,,,,1.2,,,,
R18,TDC_MON_TIMING<5>,IOB,IO_L34P_A13_M1WE_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
R19,BUSA_DO<5>,IOB,IO_L34N_A12_M1BA2_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
R20,USB_FDD<2>,IOB,IO_L36P_A9_M1BA0_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R21,BUSB_DO<5>,IOB,IO_L36N_A8_M1BA1_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
R22,,,VCCAUX,,,,,,,,2.5,,,,
R23,USB_FDD<5>,IOB,IO_L38P_A5_M1CLK_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R24,USB_FDD<4>,IOB,IO_L38N_A4_M1CLKN_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R25,USB_FDD<11>,IOB,IO_L41P_GCLK9_IRDY1_M1RASN_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R26,USB_FDD<7>,IOB,IO_L41N_GCLK8_M1CASN_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
T1,TDC_CS_DAC<1>,IOB,IO_L41N_GCLK26_M3DQ5_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T2,,,VCCO_3,,,3,,,,,2.50,,,,
T3,SAMPLESEL_ANY<3>,IOB,IO_L41P_GCLK27_M3DQ4_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T4,SR_CLOCK<2>,IOB,IO_L46N_M3CLKN_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T5,,,GND,,,,,,,,,,,,
T6,TDC_AMUX_S<3>,IOB,IO_L31N_VREF_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T7,,,VCCO_3,,,3,,,,,2.50,,,,
T8,LEDS<1>,IOB,IO_L45N_M3ODT_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T9,,IOBS,IO_L47N_M3A1_3,UNUSED,,3,,,,,,,,,
T10,,,GND,,,,,,,,,,,,
T11,,,VCCINT,,,,,,,,1.2,,,,
T12,,,GND,,,,,,,,,,,,
T13,,,VCCINT,,,,,,,,1.2,,,,
T14,,,GND,,,,,,,,,,,,
T15,,,VCCINT,,,,,,,,1.2,,,,
T16,,,GND,,,,,,,,,,,,
T17,,,VCCINT,,,,,,,,1.2,,,,
T18,,,GND,,,,,,,,,,,,
T19,,IOBM,IO_L66P_1,UNUSED,,1,,,,,,,,,
T20,,IOBS,IO_L66N_1,UNUSED,,1,,,,,,,,,
T21,,,GND,,,,,,,,,,,,
T22,USB_FDD<8>,IOB,IO_L39P_M1A3_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
T23,USB_FDD<6>,IOB,IO_L39N_M1ODT_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
T24,USB_FDD<12>,IOB,IO_L44P_A3_M1DQ6_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
T25,,,VCCO_1,,,1,,,,,2.50,,,,
T26,BUSA_DO<6>,IOB,IO_L44N_A2_M1DQ7_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
U1,BUSB_RD_ROWSEL_S<2>,IOB,IO_L40N_M3DQ7_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U2,BUSB_SAMPLESEL_S<1>,IOB,IO_L40P_M3DQ6_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U3,TOP_AMUX_S<2>,IOB,IO_L10N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U4,WR1_ENA<2>,IOB,IO_L10P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U5,BUSA_SAMPLESEL_S<3>,IOB,IO_L46P_M3CLK_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U6,,,VCCAUX,,,,,,,,2.5,,,,
U7,TOP_AMUX_S<3>,IOB,IO_L31P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U8,SSTIN_P<2>,IOB,IO_L18N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U9,WR2_ENA<3>,IOB,IO_L18P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U10,,,VCCINT,,,,,,,,1.2,,,,
U11,,,GND,,,,,,,,,,,,
U12,,,VCCAUX,,,,,,,,2.5,,,,
U13,BUSA_SR_SEL,IOB,IO_L27P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U14,,,VCCAUX,,,,,,,,2.5,,,,
U15,BUSA_RAMP,IOB,IO_L17P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
U16,,,VCCINT,,,,,,,,1.2,,,,
U17,,,GND,,,,,,,,,,,,
U18,,,VCCAUX,,,,,,,,2.5,,,,
U19,,IOBM,IO_L68P_1,UNUSED,,1,,,,,,,,,
U20,,IOBS,IO_L68N_1,UNUSED,,1,,,,,,,,,
U21,BUSA_DO<11>,IOB,IO_L53P_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
U22,BUSB_DO<11>,IOB,IO_L53N_VREF_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
U23,USB_FDD<9>,IOB,IO_L40P_GCLK11_M1A5_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
U24,SHOUT<5>,IOB,IO_L40N_GCLK10_M1A6_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
U25,SHOUT<6>,IOB,IO_L43P_GCLK5_M1DQ4_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
U26,USB_FDD<15>,IOB,IO_L43N_GCLK4_M1DQ5_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
V1,BUSA_SAMPLESEL_S<2>,IOB,IO_L39N_M3LDQSN_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
V2,,,GND,,,,,,,,,,,,
V3,BUSA_SAMPLESEL_S<1>,IOB,IO_L39P_M3LDQS_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
V4,SAMPLESEL_ANY<1>,IOB,IO_L42P_GCLK25_TRDY2_M3UDM_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
V5,WR2_ENA<2>,IOB,IO_L17P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
V6,BUSB_RD_COLSEL_S<2>,IOB,IO_L9N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
V7,BUSA_RD_COLSEL_S<2>,IOB,IO_L9P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
V8,,,GND,,,,,,,,,,,,
V9,,,VCCAUX,,,,,,,,2.5,,,,
V10,BUSB_RD_ROWSEL_S<0>,IOB,IO_L46N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V11,SSTIN_N<0>,IOB,IO_L46P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V12,FIBER_0_DISABLE_TRANSCEIVER,IOB,IO_L35P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V13,BUSB_SR_SEL,IOB,IO_L27N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V14,BUSB_RD_ENA,IOB,IO_L26P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V15,USB_PA2,IOB,IO_L26N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V16,BUSB_RAMP,IOB,IO_L17N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V17,,,VCCAUX,,,,,,,,2.5,,,,
V18,FIBER_1_DISABLE_TRANSCEIVER,IOB,IO_L12P_D1_MISO2_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
V19,,,RFUSE,,,,,,,,,,,,
V20,,IOBM,IO_L69P_1,UNUSED,,1,,,,,,,,,
V21,,IOBS,IO_L69N_VREF_1,UNUSED,,1,,,,,,,,,
V22,,,VBATT,,,,,,,,,,,,
V23,USB_FDD<10>,IOB,IO_L42P_GCLK7_M1UDM_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
V24,USB_FDD<14>,IOB,IO_L45P_A1_M1LDQS_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
V25,,,GND,,,,,,,,,,,,
V26,SDA_MON,IOB,IO_L45N_A0_M1LDQSN_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
W1,BUSA_RD_ROWSEL_S<1>,IOB,IO_L38N_M3DQ3_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W2,BUSB_RD_ROWSEL_S<1>,IOB,IO_L38P_M3DQ2_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W3,SR_CLOCK<1>,IOB,IO_L42N_GCLK24_M3LDM_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W4,,,VCCO_3,,,3,,,,,2.50,,,,
W5,,IOBS,IO_L17N_VREF_3,UNUSED,,3,,,,,,,,,
W6,,,VCCO_3,,,3,,,,,2.50,,,,
W7,RAM1_OE,IOB,IO_L62N_D6_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W8,RAM2_CE2,IOB,IO_L62P_D5_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W9,RJ45_RSV_N,IOB,IO_L50N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W10,BUSA_WR_ADDRCLR,IOB,IO_L50P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W11,,,VCCO_2,,,2,,,,,2.50,,,,
W12,TOP_AMUX_S<0>,IOB,IO_L35N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W13,,,VCCAUX,,,,,,,,2.5,,,,
W14,BUSA_SCK_DAC,IOB,IO_L34P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W15,,,VCCO_2,,,2,,,,,2.50,,,,
W16,SIN<1>,IOB,IO_L19P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W17,BUSA_RD_ENA,IOB,IO_L14P_D11_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W18,BUS_REGCLR,IOB,IO_L14N_D12_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W19,WL_CLK_N<0>,IOB,IO_L12N_D2_MISO3_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,YES,NONE,
W20,USB_RDY0,IOB,IO_L4P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
W21,,,VCCO_1,,,1,,,,,2.50,,,,
W22,,,VFS,,,,,,,,,,,,
W23,,,VCCO_1,,,1,,,,,2.50,,,,
W24,USB_FDD<13>,IOB,IO_L42N_GCLK6_TRDY1_M1LDM_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
W25,BUSB_DO<7>,IOB,IO_L46P_FCS_B_M1DQ2_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
W26,BUSB_DO<6>,IOB,IO_L46N_FOE_B_M1DQ3_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
Y1,PCLK<1>,IOB,IO_L37N_M3DQ1_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y2,,,VCCO_3,,,3,,,,,2.50,,,,
Y3,SCLK<1>,IOB,IO_L37P_M3DQ0_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y4,,,GND,,,,,,,,,,,,
Y5,SIN<2>,IOB,IO_L7N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y6,BUSB_SAMPLESEL_S<2>,IOB,IO_L7P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y7,,,GND,,,,,,,,,,,,
Y8,,,VCCO_2,,,2,,,,,2.50,,,,
Y9,RAM2_CE1,IOB,IO_L52P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y10,,,GND,,,,,,,,,,,,
Y11,FIBER_1_LINK_ERR,IOB,IO_L41P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y12,mgtmod2<1>,IOB,IO_L33P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y13,BUSB_SCK_DAC,IOB,IO_L34N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y14,,,GND,,,,,,,,,,,,
Y15,control_fake,IOB,IO_L24P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y16,BUSA_RD_COLSEL_S<1>,IOB,IO_L19N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y17,BUSA_SR_CLEAR,IOB,IO_L16P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y18,,,VCCO_2,,,2,,,,,2.50,,,,
Y19,,,CMPCS_B_2,,,,,,,,,,,,
Y20,SCL_MON,IOB,IO_L4N_VREF_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y21,USB_PA3,IOB,IO_L2P_CMPCLK_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,UNLOCATED,NO,NONE,
Y22,,,SUSPEND,,,,,,,,,,,,
Y23,,,GND,,,,,,,,,,,,
Y24,BUSA_DO<9>,IOB,IO_L51P_M1DQ12_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
Y25,,,VCCO_1,,,1,,,,,2.50,,,,
Y26,SHOUT<9>,IOB,IO_L51N_M1DQ13_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
