#Release 14.7 - par P.20131013 (nt64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Fri Nov 28 14:17:12 2014

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       scrod_top_A4_map.ncd
#OUTPUT FILE:      scrod_top_A4_pad.csv
#PART TYPE:        xc6slx150t
#SPEED GRADE:      -3
#PACKAGE:          fgg676
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
P21,SHOUT<5>,IOB,IO_L35P_A11_M1A7_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
P22,TDC6_TRG<3>,IOB,IO_L35N_A10_M1A2_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
P23,,,VCCO_1,,,1,,,,,2.50,,,,
P24,WR2_ENA<5>,IOB,IO_L37P_A7_M1A0_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
P25,,,GND,,,,,,,,,,,,
P26,TDC9_TRG<1>,IOB,IO_L37N_A6_M1A1_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
R1,WR2_ENA<3>,IOB,IO_L44N_GCLK20_M3A6_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
R2,SAMPLESEL_ANY<3>,IOB,IO_L44P_GCLK21_M3A5_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
R3,BUSA_RD_COLSEL_S<1>,IOB,IO_L52N_M3A9_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
R4,TDC5_TRG<4>,IOB,IO_L52P_M3A8_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
R5,TDC_MON_TIMING<2>,IOB,IO_L50N_M3BA2_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
R6,TDC5_TRG<3>,IOB,IO_L43N_GCLK22_IRDY2_M3CASN_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
R7,TDC5_TRG<2>,IOB,IO_L43P_GCLK23_M3RASN_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
R8,SHOUT<4>,IOB,IO_L45P_M3A3_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
R9,PCLK<4>,IOB,IO_L53P_M3CKE_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
R10,SCLK<4>,IOB,IO_L47P_M3A0_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
R11,,,VCCINT,,,,,,,,1.2,,,,
R12,,,VCCINT,,,,,,,,1.2,,,,
R13,,,VCCINT,,,,,,,,1.2,,,,
R14,,,VCCINT,,,,,,,,1.2,,,,
R15,,,VCCINT,,,,,,,,1.2,,,,
R16,,,VCCINT,,,,,,,,1.2,,,,
R17,,,VCCINT,,,,,,,,1.2,,,,
R18,TDC_CS_DAC<7>,IOB,IO_L34P_A13_M1WE_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
R19,SAMPLESEL_ANY<6>,IOB,IO_L34N_A12_M1BA2_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
R20,TDC7_TRG<2>,IOB,IO_L36P_A9_M1BA0_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
R21,TDC7_TRG<0>,IOB,IO_L36N_A8_M1BA1_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
R22,,,VCCAUX,,,,,,,,2.5,,,,
R23,WR1_ENA<5>,IOB,IO_L38P_A5_M1CLK_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
R24,TDC_MON_TIMING<8>,IOB,IO_L38N_A4_M1CLKN_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
R25,,IOBM,IO_L41P_GCLK9_IRDY1_M1RASN_1,UNUSED,,1,,,,,,,,,
R26,,IOBS,IO_L41N_GCLK8_M1CASN_1,UNUSED,,1,,,,,,,,,
T1,,IOBS,IO_L41N_GCLK26_M3DQ5_3,UNUSED,,3,,,,,,,,,
T2,,,VCCO_3,,,3,,,,,2.50,,,,
T3,,IOBM,IO_L41P_GCLK27_M3DQ4_3,UNUSED,,3,,,,,,,,,
T4,BUSA_RD_COLSEL_S<3>,IOB,IO_L46N_M3CLKN_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
T5,,,GND,,,,,,,,,,,,
T6,BUSA_RD_COLSEL_S<0>,IOB,IO_L31N_VREF_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
T7,,,VCCO_3,,,3,,,,,2.50,,,,
T8,TDC3_TRG<0>,IOB,IO_L45N_M3ODT_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
T9,TDC3_TRG<1>,IOB,IO_L47N_M3A1_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
T10,,,GND,,,,,,,,,,,,
T11,,,VCCINT,,,,,,,,1.2,,,,
T12,,,GND,,,,,,,,,,,,
T13,,,VCCINT,,,,,,,,1.2,,,,
T14,,,GND,,,,,,,,,,,,
T15,,,VCCINT,,,,,,,,1.2,,,,
T16,,,GND,,,,,,,,,,,,
T17,,,VCCINT,,,,,,,,1.2,,,,
T18,,,GND,,,,,,,,,,,,
T19,TOP_AMUX_S<1>,IOB,IO_L66P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
T20,WR1_ENA<6>,IOB,IO_L66N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
T21,,,GND,,,,,,,,,,,,
T22,TDC_MON_TIMING<6>,IOB,IO_L39P_M1A3_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
T23,SR_CLOCK<5>,IOB,IO_L39N_M1ODT_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
T24,TDC10_TRG<4>,IOB,IO_L44P_A3_M1DQ6_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
T25,,,VCCO_1,,,1,,,,,2.50,,,,
T26,TDC_DONE<8>,IOB,IO_L44N_A2_M1DQ7_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
U1,SR_CLOCK<3>,IOB,IO_L40N_M3DQ7_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U2,TDC_DONE<3>,IOB,IO_L40P_M3DQ6_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
U3,BUSA_WR_ADDRCLR,IOB,IO_L10N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U4,BUSA_RD_COLSEL_S<4>,IOB,IO_L10P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U5,PCLK<3>,IOB,IO_L46P_M3CLK_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U6,,,VCCAUX,,,,,,,,2.5,,,,
U7,BUSA_RD_COLSEL_S<2>,IOB,IO_L31P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U8,SCLK<3>,IOB,IO_L18N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U9,SIN<3>,IOB,IO_L18P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
U10,,,VCCINT,,,,,,,,1.2,,,,
U11,,,GND,,,,,,,,,,,,
U12,,,VCCAUX,,,,,,,,2.5,,,,
U13,BUSA_DIN_DAC,IOB,IO_L27P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
U14,,,VCCAUX,,,,,,,,2.5,,,,
U15,BUSA_SCK_DAC,IOB,IO_L17P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
U16,,,VCCINT,,,,,,,,1.2,,,,
U17,,,GND,,,,,,,,,,,,
U18,,,VCCAUX,,,,,,,,2.5,,,,
U19,SR_CLOCK<6>,IOB,IO_L68P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
U20,TDC7_TRG<4>,IOB,IO_L68N_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
U21,PCLK<5>,IOB,IO_L53P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
U22,TDC6_TRG<2>,IOB,IO_L53N_VREF_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
U23,control_fake,IOB,IO_L40P_GCLK11_M1A5_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
U24,status_fake,IOB,IO_L40N_GCLK10_M1A6_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
U25,SR_CLOCK<7>,IOB,IO_L43P_GCLK5_M1DQ4_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
U26,SAMPLESEL_ANY<7>,IOB,IO_L43N_GCLK4_M1DQ5_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
V1,TDC_MON_TIMING<3>,IOB,IO_L39N_M3LDQSN_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
V2,,,GND,,,,,,,,,,,,
V3,WR1_ENA<4>,IOB,IO_L39P_M3LDQS_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
V4,TDC4_TRG<3>,IOB,IO_L42P_GCLK25_TRDY2_M3UDM_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
V5,BUSA_RD_COLSEL_S<5>,IOB,IO_L17P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
V6,TDC4_TRG<2>,IOB,IO_L9N_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
V7,SHOUT<3>,IOB,IO_L9P_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
V8,,,GND,,,,,,,,,,,,
V9,,,VCCAUX,,,,,,,,2.5,,,,
V10,EX_TRIGGER_MB,IOB,IO_L46N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
V11,TDC_CS_DAC<0>,IOB,IO_L46P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
V12,TOP_AMUX_S<2>,IOB,IO_L35P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
V13,TDC_CS_DAC<1>,IOB,IO_L27N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
V14,WL_CLK_P<9>,IOBM,IO_L26P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
V15,WL_CLK_N<9>,IOBS,IO_L26N_2,,LVDS_25,2,,,,,,LOCATED,NO,,
V16,TDC_CS_DAC<2>,IOB,IO_L17N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
V17,,,VCCAUX,,,,,,,,2.5,,,,
V18,TDC6_TRG<1>,IOB,IO_L12P_D1_MISO2_2,INPUT,LVCMOS25*,2,,,,NONE,,LOCATED,NO,NONE,
V19,,,RFUSE,,,,,,,,,,,,
V20,TDC_MON_TIMING<5>,IOB,IO_L69P_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
V21,SHOUT<6>,IOB,IO_L69N_VREF_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
V22,,,VBATT,,,,,,,,,,,,
V23,SIN<6>,IOB,IO_L42P_GCLK7_M1UDM_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
V24,TDC10_TRG<2>,IOB,IO_L45P_A1_M1LDQS_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
V25,,,GND,,,,,,,,,,,,
V26,WR2_ENA<7>,IOB,IO_L45N_A0_M1LDQSN_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
W1,TDC4_TRG<1>,IOB,IO_L38N_M3DQ3_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
W2,TDC4_TRG<0>,IOB,IO_L38P_M3DQ2_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
W3,BUSA_SAMPLESEL_S<4>,IOB,IO_L42N_GCLK24_M3LDM_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
W4,,,VCCO_3,,,3,,,,,2.50,,,,
W5,TDC4_TRG<4>,IOB,IO_L17N_VREF_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
W6,,,VCCO_3,,,3,,,,,2.50,,,,
W7,BUSA_DO<10>,IOB,IO_L62N_D6_2,INPUT,LVCMOS25*,2,,,,NONE,,LOCATED,NO,NONE,
W8,BUSA_DO<9>,IOB,IO_L62P_D5_2,INPUT,LVCMOS25*,2,,,,NONE,,LOCATED,NO,NONE,
W9,SSTIN_N<4>,IOBS,IO_L50N_2,,LVDS_25,2,,,,,,LOCATED,NO,,
W10,SSTIN_P<4>,IOBM,IO_L50P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
W11,,,VCCO_2,,,2,,,,,2.50,,,,
W12,TOP_AMUX_S<3>,IOB,IO_L35N_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
W13,,,VCCAUX,,,,,,,,2.5,,,,
W14,WL_CLK_P<2>,IOBM,IO_L34P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
W15,,,VCCO_2,,,2,,,,,2.50,,,,
W16,SSTIN_P<8>,IOBM,IO_L19P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
W17,SSTIN_P<7>,IOBM,IO_L14P_D11_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
W18,SSTIN_N<7>,IOBS,IO_L14N_D12_2,,LVDS_25,2,,,,,,LOCATED,NO,,
W19,TDC6_TRG<0>,IOB,IO_L12N_D2_MISO3_2,INPUT,LVCMOS25*,2,,,,NONE,,LOCATED,NO,NONE,
W20,WL_CLK_P<6>,IOBM,IO_L4P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
W21,,,VCCO_1,,,1,,,,,2.50,,,,
W22,,,VFS,,,,,,,,,,,,
W23,,,VCCO_1,,,1,,,,,2.50,,,,
W24,SCLK<6>,IOB,IO_L42N_GCLK6_TRDY1_M1LDM_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
W25,WR1_ENA<7>,IOB,IO_L46P_FCS_B_M1DQ2_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
W26,TDC8_TRG<4>,IOB,IO_L46N_FOE_B_M1DQ3_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
Y1,TDC5_TRG<0>,IOB,IO_L37N_M3DQ1_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
Y2,,,VCCO_3,,,3,,,,,2.50,,,,
Y3,WR2_ENA<4>,IOB,IO_L37P_M3DQ0_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
Y4,,,GND,,,,,,,,,,,,
Y5,BUSA_SAMPLESEL_S<3>,IOB,IO_L7N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
Y6,BUSA_SAMPLESEL_S<2>,IOB,IO_L7P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
Y7,,,GND,,,,,,,,,,,,
Y8,,,VCCO_2,,,2,,,,,2.50,,,,
Y9,TDC_AMUX_S<3>,IOB,IO_L52P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
Y10,,,GND,,,,,,,,,,,,
Y11,TDC_CS_DAC<8>,IOB,IO_L41P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
Y12,SSTIN_P<0>,IOBM,IO_L33P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
Y13,WL_CLK_N<2>,IOBS,IO_L34N_2,,LVDS_25,2,,,,,,LOCATED,NO,,
Y14,,,GND,,,,,,,,,,,,
Y15,WL_CLK_P<3>,IOBM,IO_L24P_2,OUTPUT,LVDS_25,2,,,,,,LOCATED,NO,NONE,
Y16,SSTIN_N<8>,IOBS,IO_L19N_2,,LVDS_25,2,,,,,,LOCATED,NO,,
Y17,TDC_AMUX_S<0>,IOB,IO_L16P_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
Y18,,,VCCO_2,,,2,,,,,2.50,,,,
Y19,,,CMPCS_B_2,,,,,,,,,,,,
Y20,WL_CLK_N<6>,IOBS,IO_L4N_VREF_2,,LVDS_25,2,,,,,,LOCATED,NO,,
Y21,TDC_CS_DAC<3>,IOB,IO_L2P_CMPCLK_2,OUTPUT,LVCMOS25*,2,12,SLOW,,,,LOCATED,NO,NONE,
Y22,,,SUSPEND,,,,,,,,,,,,
Y23,,,GND,,,,,,,,,,,,
Y24,SHOUT<9>,IOB,IO_L51P_M1DQ12_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
Y25,,,VCCO_1,,,1,,,,,2.50,,,,
Y26,TDC8_TRG<3>,IOB,IO_L51N_M1DQ13_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
